"topic","gamma","docUSYear","TopicLabel","Title","Abstract"
3,0.991588785046729,2021,"Child Language, Memory, and Early Cognitive Development","Now You Hear Me, Later You Don’t: The Immediacy of Linguistic Computation and the Representation of Speech","What happens to an acoustic signal after it enters the mind of a listener? Previous work has demonstrated that listeners maintain intermediate representations over time. However, the internal structure of such representations—be they the acoustic-phonetic signal or more general information about the probability of possible categories—remains underspecified. We present two experiments using a novel speaker-adaptation paradigm aimed at uncovering the format of speech representations. We exposed adult listeners (N = 297) to a speaker whose utterances contained acoustically ambiguous information concerning phones (and thus words), and we manipulated the temporal availability of disambiguating cues via visually presented text (presented before or after each utterance). Results from a traditional phoneme-categorization task showed that listeners adapted to a modified acoustic distribution when disambiguating text was provided before but not after the audio. These results support the position that speech representations consist of activation over categories and are inconsistent with direct maintenance of the acoustic-phonetic signal. © The Author(s) 2021."
3,0.991346153846154,2016,"Child Language, Memory, and Early Cognitive Development","The development of visual search in infancy: Attention to faces versus salience","Four experiments examined how faces compete with physically salient stimuli for the control of attention in 4-, 6-, and 8-month-old infants (N = 117 total). Three computational models were used to quantify physical salience. We presented infants with visual search arrays containing a face and familiar object(s), such as shoes and flowers. Six- and 8-month-old infants looked first and longest at faces; their looking was not strongly influenced by physical salience. In contrast, 4-month-old infants showed a visual preference for the face only when the arrays contained 2 items and the competitor was relatively low in salience. When the arrays contained many items or the only competitor was relatively high in salience, 4-month-old infants' looks were more often directed at the most salient item. Thus, over ages of 4 to 8 months, physical salience has a decreasing influence and faces have an increasing influence on where and how long infants look. © 2016 American Psychological Association."
3,0.991176470588235,2022,"Child Language, Memory, and Early Cognitive Development","What You See Is What You Hear: Sounds Alter the Contents of Visual Perception","Visual object recognition is not performed in isolation but depends on prior knowledge and context. Here, we found that auditory context plays a critical role in visual object perception. Using a psychophysical task in which naturalistic sounds were paired with noisy visual inputs, we demonstrated across two experiments (young adults; ns = 18–40 in Experiments 1 and 2, respectively) that the representations of ambiguous visual objects were shifted toward the visual features of an object that were related to the incidental sound. In a series of control experiments, we found that these effects were not driven by decision or response biases (ns = 40–85) nor were they due to top-down expectations (n = 40). Instead, these effects were driven by the continuous integration of audiovisual inputs during perception itself. Together, our results demonstrate that the perceptual experience of visual objects is directly shaped by naturalistic auditory context, which provides independent and diagnostic information about the visual world. © The Author(s) 2022."
3,0.991,2020,"Child Language, Memory, and Early Cognitive Development","Broken Physics: A Conjunction-Fallacy Effect in Intuitive Physical Reasoning","One remarkable aspect of human cognition is our ability to reason about physical events. This article provides novel evidence that intuitive physics is subject to a peculiar error, the classic conjunction fallacy, in which people rate the probability of a conjunction of two events as more likely than one constituent (a logical impossibility). Participants viewed videos of physical scenarios and judged the probability that either a single event or a conjunction of two events would occur. In Experiment 1 (n = 60), participants consistently rated conjunction events as more likely than single events for the same scenes. Experiment 2 (n = 180) extended these results to rule out several alternative explanations. Experiment 3 (n = 100) generalized the finding to different scenes. This demonstration of conjunction errors contradicts claims that such errors should not appear in intuitive physics and presents a serious challenge to current theories of mental simulation in physical reasoning. © The Author(s) 2020."
3,0.99,2019,"Child Language, Memory, and Early Cognitive Development","Cues to individuation facilitate 6-month-old infants' visual short-term memory","Infants' ability to perform visual short-term memory (VSTM) tasks develops rapidly between 6 and 8 months. Here we tested the hypothesis that infants' VSTM performance is influenced by their ability to individuate simultaneously presented objects. We used a one-shot change detection task to ask whether 6-month-old infants (N = 47) would detect a change in the color of 1 item in a 2-item array when the stimulus context facilitated individuation of the items. In Experiment 1 the 2 items in the display differed in shape and color and in Experiment 2 the onset and offset times of the 2 items differed. In both experiments, 6-month-old infants detected a change, contrasting with previous results. Thus, young infants' encoding of information about individual items in multiple-item arrays is related to their ability to individuate those items. © 2019 American Psychological Association."
3,0.98953488372093,2019,"Child Language, Memory, and Early Cognitive Development","Familiar Object Salience Affects Novel Word Learning","Children use the presence of familiar objects with known names to identify the correct referents of novel words. In natural environments, objects vary widely in salience. The presence of familiar objects may sometimes hinder rather than help word learning. To test this hypothesis, 3-year-olds (N = 36) were shown novel objects paired with familiar objects that varied in their visual salience. When the novel objects were labeled, children were slower and less accurate at fixating them in the presence of highly salient familiar objects than in the presence of less salient familiar objects. They were also less successful in retaining these word-referent pairings. While familiar objects may facilitate novel word learning in ambiguous situations, the properties of familiar objects matter. © 2018 The Authors. Child Development © 2018 Society for Research in Child Development, Inc."
3,0.989156626506024,2018,"Child Language, Memory, and Early Cognitive Development","Unpacking the Ontogeny of Gesture Understanding: How Movement Becomes Meaningful Across Development","Gestures, hand movements that accompany speech, affect children's learning, memory, and thinking (e.g., Goldin-Meadow, 2003). However, it remains unknown how children distinguish gestures from other kinds of actions. In this study, 4- to 9-year-olds (n = 339) and adults (n = 50) described one of three scenes: (a) an actor moving objects, (b) an actor moving her hands in the presence of objects (but not touching them), or (c) an actor moving her hands in the absence of objects. Participants across all ages were equally able to identify actions on objects as goal directed, but the ability to identify empty-handed movements as representational actions (i.e., as gestures) increased with age and was influenced by the presence of objects, especially in older children. © 2017 The Authors. Child Development © 2017 Society for Research in Child Development, Inc."
3,0.988157894736842,2016,"Child Language, Memory, and Early Cognitive Development","Unselective Overimitators: The Evolutionary Implications of Children's Indiscriminate Copying of Successful and Prestigious Models","Children are both shrewd about whom to copy-they selectively learn from certain adults-and overimitators-they copy adults' obviously superfluous actions. Is overimitation also selective? Does selectivity change with age? In two experiments, 161 two- to seven-year-old children saw videos of one adult receiving better payoffs or more bystander attention than another. Children then watched the adults perform unnecessary actions on novel transparent devices. Children preferred the adult who received greater payoffs or bystander attention when asked questions like ""Who do you think is smarter?"" but overimitated both adults' unnecessary actions equally. Although older children overimitated more, unselectivity was consistent across ages. This pattern hints at a plausible adaptive function of overimitation: acquiring rarely demonstrated behaviors by practising them immediately. © 2016 The Society for Research in Child Development, Inc."
3,0.987974683544304,2018,"Child Language, Memory, and Early Cognitive Development","Spatial metaphor and the development of cross-domain mappings in early childhood","Spatial language is often used metaphorically to describe other domains, including time (long sound) and pitch (high sound). How does experience with these metaphors shape the ability to associate space with other domains? Here, we tested 3- to 6-year-old English-speaking children and adults with a crossdomain matching task. We probed cross-domain relations that are expressed in English metaphors for time and pitch (length-time and height-pitch) as well as relations that are unconventional in English but expressed in other languages (size-time and thickness-pitch). Participants were tested with a perceptual matching task, in which they matched between spatial stimuli and sounds of different durations or pitches, and a linguistic matching task, in which they matched between a label denoting a spatial attribute, duration, or pitch and a picture or sound representing another dimension. Contrary to previous claims that experience with linguistic metaphors is necessary for children to make cross-domain mappings, children performed above chance for both familiar and unfamiliar relations in both tasks, as did adults. Children's performance was also better when a label was provided for one of the dimensions, but only when making length-time, size-time, and height-pitch mappings (not thickness-pitch mappings). These findings suggest that although experience with metaphorical language is not necessary to make cross-domain mappings, labels can promote these mappings, both when they have familiar metaphorical uses (e.g., English long denotes both length and duration) and when they describe dimensions that share a common ordinal reference frame (e.g., size and duration but not thickness and pitch). © 2018 American Psychological Association."
3,0.984408602150538,2024,"Child Language, Memory, and Early Cognitive Development","Infants can use temporary or scant categorical information to individuate objects","In a standard individuation task, infants see two different objects emerge in alternation from behind a screen. If they can assign distinct categorical descriptors to the two objects, they expect to see both objects when the screen is lowered; if not, they have no expectation at all about what they will see (i.e., two objects, one object, or no object). Why is contrastive categorical information critical for success at this task? According to the kind account, infants must decide whether they are facing a single object with changing properties or two different objects with stable properties, and access to permanent, intrinsic, kind information for each object resolves this difficulty. According to the two-system account, however, contrastive categorical descriptors simply provide the object-file system with unique tags for individuating the two objects and for communicating about them with the physical-reasoning system. The two-system account thus predicts that any type of contrastive categorical information, however temporary or scant it may be, should induce success at the task. Two experiments examined this prediction. Experiment 1 tested 14-month-olds (N = 96) in a standard task using two objects that differed only in their featural properties. Infants succeeded at the task when the object-file system had access to contrastive temporary categorical descriptors derived from the objects’ distinct causal roles in preceding support events (e.g., formerly a support, formerly a supportee). Experiment 2 tested 9-month-olds (N = 96) in a standard task using two objects infants this age typically encode as merely featurally distinct. Infants succeeded when the object-file system had access to scant categorical descriptors derived from the objects’ prior inclusion in static arrays of similarly shaped objects (e.g., block-shaped objects, cylinder-shaped objects). These and control results support the two-system account's claim that in a standard task, contrastive categorical descriptors serve to provide the object-file system with unique tags for the two objects. © 2024 Elsevier Inc."
3,0.98,2017,"Child Language, Memory, and Early Cognitive Development","Categories and Constraints in Causal Perception","When object A moves adjacent to a stationary object, B, and in that instant A stops moving and B starts moving, people irresistibly see this as an event in which A causes B to move. Real-world causal collisions are subject to Newtonian constraints on the relative speed of B following the collision, but here we show that perceptual constraints on the relative speed of B (which align imprecisely with Newtonian principles) define two categories of causal events in perception. Using performance-based tasks, we show that triggering events, in which B moves noticeably faster than A, are treated as being categorically different from launching events, in which B does not move noticeably faster than A, and that these categories are unique to causal events (Experiments 1 and 2). Furthermore, we show that 7- to 9-month-old infants are sensitive to this distinction, which suggests that this boundary may be an early-developing component of causal perception (Experiment 3). © 2017, © The Author(s) 2017."
3,0.978409090909091,2016,"Child Language, Memory, and Early Cognitive Development","Taming the White Bear: Initial Costs and Eventual Benefits of Distractor Inhibition","Previous research indicates that prior information about a target feature, such as its color, can speed search. Can search also be speeded by knowing what a target will not look like? In the two experiments reported here, participants searched for target letters. Prior to viewing search displays, participants were prompted either with the color in which one or more nontarget letters would appear (ignore trials) or with no information about the search display (neutral trials). Critically, when participants were given one consistent color to ignore for the duration of the experiment, compared with when they were given no information, there was a cost in reaction time (RT) early in the experiment. However, after extended practice, RTs on ignore trials were significantly faster than RTs on neutral trials, which provides a novel demonstration that knowledge about nontargets can improve search performance for targets. When the to-be-ignored color changed from trial to trial, no RT benefit was observed. © 2016, © The Author(s) 2016."
3,0.976923076923077,2020,"Child Language, Memory, and Early Cognitive Development","Developmental changes in infants’ and children’s attention to faces and salient regions vary across and within video stimuli.","Visual attention in complex, dynamic scenes is attracted to locations that contain socially relevant features, such as faces, and to areas that are visually salient. Previous work suggests that there is a global shift over development such that observers increasingly attend to faces with age. However, no prior work has tested whether this shift is truly global, that is, consistent across and within stimuli despite variations in content. To test the global shift hypothesis, we recorded eye movements of 89 children (6 months to 10 years) and adults while they viewed 7 video clips. We measured the extent to which each participant attended to faces and to salient areas for each video. There was no evidence of global age-related changes in attention: Neither feature showed consistent increases or decreases with age. Moreover, windowed analyses within each stimulus video revealed significant moment-to-moment variations in the relation between age and each visual feature (via a bootstrapping analysis). For some time windows, adults looked more often at both feature types compared to infants and children. However, for other time windows, the pattern was reversed—younger participants looked more at faces and salient locations. Lack of consistent directional effects provides strong evidence against the global shift hypothesis. We suggest an alternative explanation: Over development, observers increasingly prioritize when and where to look by learning to track which features are relevant within a scene. Implications for the development of visual attention and children’s understanding of screen-based media are discussed. (PsycInfo Database Record (c) 2020 APA, all rights reserved) © 2020 American Psychological Association"
3,0.975949367088608,2017,"Child Language, Memory, and Early Cognitive Development","Out of Reach, Out of Mind? Infants’ Comprehension of References to Hidden Inaccessible Objects","This study investigated the nature of infants’ difficulty understanding references to hidden inaccessible objects. Twelve-month-old infants (N = 32) responded to the mention of objects by looking at, pointing at, or approaching them when the referents were visible or accessible, but not when they were hidden and inaccessible (Experiment I). Twelve-month-olds (N = 16) responded robustly when a container with the hidden referent was moved from a previously inaccessible position to an accessible position before the request, but failed to respond when the reverse occurred (Experiment II). This suggests that infants might be able to track the hidden object's dislocations and update its accessibility as it changes. Knowing the hidden object is currently inaccessible inhibits their responding. Older, 16-month-old (N = 17) infants’ performance was not affected by object accessibility. © 2016 The Authors. Child Development © 2016 Society for Research in Child Development, Inc."
3,0.973648648648649,2023,"Child Language, Memory, and Early Cognitive Development","It's not just what we don't know: The mapping problem in the acquisition of negation","How do learners learn what no and not mean when they are only presented with what is? Given its complexity, abstractness, and roles in logic, truth-functional negation might be a conceptual accomplishment. As a result, young children's gradual acquisition of negation words might be due to their undergoing a gradual conceptual change that is necessary to represent those words’ logical meaning. However, it's also possible that linguistic expressions of negation take time to learn because of children's gradually increasing grasp of their language. To understand what no and not mean, children might first need to understand the rest of the sentences in which those words are used. We provide experimental evidence that conceptually equipped learners (adults) face the same acquisition challenges that children do when their access to linguistic information is restricted, which simulates how much language children understand at different points in acquisition. When watching a silenced video of naturalistic uses of negators by parents speaking to their children, adults could tell when the parent was prohibiting the child and struggled with inferring that negators were used to express logical negation. However, when provided with additional information about what else the parent said, guessing that the parent had expressed logical negation became easy for adults. Though our findings do not rule out that young learners also undergo conceptual change, they show that increasing understanding of language alone, with no accompanying conceptual change, can account for the gradual acquisition of negation words. © 2023 Elsevier Inc."
3,0.969473684210526,2018,"Child Language, Memory, and Early Cognitive Development","Visual Memories Bypass Normalization","How distinct are visual memory representations from visual perception? Although evidence suggests that briefly remembered stimuli are represented within early visual cortices, the degree to which these memory traces resemble true visual representations remains something of a mystery. Here, we tested whether both visual memory and perception succumb to a seemingly ubiquitous neural computation: normalization. Observers were asked to remember the contrast of visual stimuli, which were pitted against each other to promote normalization either in perception or in visual memory. Our results revealed robust normalization between visual representations in perception, yet no signature of normalization occurring between working memory stores—neither between representations in memory nor between memory representations and visual inputs. These results provide unique insight into the nature of visual memory representations, illustrating that visual memory representations follow a different set of computational rules, bypassing normalization, a canonical visual computation. © 2018, © The Author(s) 2018."
3,0.968478260869565,2017,"Child Language, Memory, and Early Cognitive Development","Number prompts left-to-right spatial mapping in toddlerhood","Toddlers performed a spatial mapping task in which they were required to learn the location of a hidden object in a vertical array and then transpose this location information 90° to a horizontal array. During the vertical training, they were given (a) no labels, (b) alphabetical labels, or (c) numerical labels for each potential spatial location. After the array was transposed to become a horizontal continuum, the children who were provided with numerical labels during training and those who heard alphabetical labels and formed a strong memory for the vertical location, selectively chose the location corresponding to a left-to-right mapping bias. Children who received no concurrent ordinal labels during training were not able to transpose the array, and did not exhibit any spatial directionality bias after transposition. These results indicate that children exhibit more flexible spatial mapping than other animals, and this mapping is modulated depending on the type of concurrent ordinal information the child receives. © 2017 American Psychological Association."
3,0.9675,2019,"Child Language, Memory, and Early Cognitive Development","Adaptive Flexibility in Category Learning? Young Children Exhibit Smaller Costs of Selective Attention Than Adults","Previous research has shown that when learning categories, adults and young children allocate attention differently. Adults tend to attend selectively, focusing primarily on the most relevant information, whereas young children tend to distribute their attention broadly. Although selective attention is useful in many situations, it also has costs. In addition to ignoring information that may turn out to be useful later, selective attention can have long-term costs, such as learned inattention—ignoring formerly irrelevant sources of information in novel situations. In 2 reported experiments, adults and 4-year-old children completed a category learning task in which an unannounced shift occurred such that information that was most relevant became irrelevant, whereas formerly irrelevant information became relevant. Costs stemming from this shift were assessed. The results indicate that adults exhibit greater costs due to learned inattention than young children. Distributing attention may be adaptive in young children, making them flexible to changing contingencies in the world and facilitating broad information gathering, both of which are useful when general knowledge about the environment is limited. © 2019 American Psychological Association"
3,0.967415730337079,2019,"Child Language, Memory, and Early Cognitive Development","Visual Constancies Amidst Changes in Handled Objects for 5- to 24-Month-Old Infants","Manual skills slowly develop throughout infancy and have been shown to create clear views of objects that provide better support for visually sustained attention, recognition, memory, and learning. These clear views may coincide with the development of manual skills, or that social scaffolding supports clear viewing experiences like those generated by toddlers during active object exploration. This study used a head-mounted eye tracker to record 5- to 24-month-olds’ object views during repeated mother-infant play sessions (Ns = 18). Results show an early beginning of scaffolding in which parents generate views similar to those of older infants and toddlers, resulting in increased fixations to objects. The finding implicates parents as early scaffolders of object attention and learning. © 2018 Society for Research in Child Development"
3,0.966666666666667,2020,"Child Language, Memory, and Early Cognitive Development","Where Infants Go: Real-Time Dynamics of Locomotor Exploration in Crawling and Walking Infants","Where do infants go? A longstanding assumption is that infants primarily crawl or walk to reach destinations viewed while stationary. However, many bouts of spontaneous locomotion do not end at new people, places, or things. Study 1 showed that half of 10- and 13-month-old crawlers’ (N = 29) bouts end at destinations—more than previously found with walkers. Study 2 confirmed that, although infants do not commonly go to destinations, 12-month-old crawlers go to proportionally more destinations than age-matched walkers (N = 16). Head-mounted eye tracking revealed that crawlers and walkers mostly take steps in place while fixating something within reach. When infants do go to a destination, they take straight, short paths to a target fixated while stationary. © 2019 Society for Research in Child Development"
3,0.96578947368421,2017,"Child Language, Memory, and Early Cognitive Development","Rapid Statistical Learning Supporting Word Extraction From Continuous Speech","The identification of words in continuous speech, known as speech segmentation, is a critical early step in language acquisition. This process is partially supported by statistical learning, the ability to extract patterns from the environment. Given that speech segmentation represents a potential bottleneck for language acquisition, patterns in speech may be extracted very rapidly, without extensive exposure. This hypothesis was examined by exposing participants to continuous speech streams composed of novel repeating nonsense words. Learning was measured on-line using a reaction time task. After merely one exposure to an embedded novel word, learners demonstrated significant learning effects, as revealed by faster responses to predictable than to unpredictable syllables. These results demonstrate that learners gained sensitivity to the statistical structure of unfamiliar speech on a very rapid timescale. This ability may play an essential role in early stages of language acquisition, allowing learners to rapidly identify word candidates and “break in” to an unfamiliar language. © 2017, © The Author(s) 2017."
3,0.965697674418605,2016,"Child Language, Memory, and Early Cognitive Development","Enhanced attention to speaking faces versus other event types emerges gradually across infancy","The development of attention to dynamic faces versus objects providing synchronous audiovisual versus silent visual stimulation was assessed in a large sample of infants. Maintaining attention to the faces and voices of people speaking is critical for perceptual, cognitive, social, and language development. However, no studies have systematically assessed when, if, or how attention to speaking faces emerges and changes across infancy. Two measures of attention maintenance, habituation time (HT) and look-away rate (LAR), were derived from cross-sectional data of 2- to 8-month-old infants (N = 801). Results indicated that attention to audiovisual faces and voices was maintained across age, whereas attention to each of the other event types (audiovisual objects, silent dynamic faces, silent dynamic objects) declined across age. This reveals a gradually emerging advantage in attention maintenance (longer HTs, lower LARs) for audiovisual speaking faces compared with the other 3 event types. At 2 months, infants showed no attentional advantage for faces (with greater attention to audiovisual than to visual events); at 3 months, they attended more to dynamic faces than objects (in the presence or absence of voices), and by 4 to 5 and 6 to 8 months, significantly greater attention emerged to temporally coordinated faces and voices of people speaking compared with all other event types. Our results indicate that selective attention to coordinated faces and voices over other event types emerges gradually across infancy, likely as a function of experience with multimodal, redundant stimulation from person and object events. © 2016 American Psychological Association."
3,0.962820512820513,2021,"Child Language, Memory, and Early Cognitive Development","Reasoning Through the Disjunctive Syllogism in Monkeys","The capacity for logical inference is a critical aspect of human learning, reasoning, and decision-making. One important logical inference is the disjunctive syllogism: given A or B, if not A, then B. Although the explicit formation of this logic requires symbolic thought, previous work has shown that nonhuman animals are capable of reasoning by exclusion, one aspect of the disjunctive syllogism (e.g., not A = avoid empty). However, it is unknown whether nonhuman animals are capable of the deductive aspects of a disjunctive syllogism (the dependent relation between A and B and the inference that “if not A, then B” must be true). Here, we used a food-choice task to test whether monkeys can reason through an entire disjunctive syllogism. Our results show that monkeys do have this capacity. Therefore, the capacity is not unique to humans and does not require language. © The Author(s) 2021."
3,0.9625,2020,"Child Language, Memory, and Early Cognitive Development","Using eye-tracking to understand relations between visual attention and language in children's spatial skills","Relations between children's spatial language and spatial skills raise questions regarding whether the effects are unique to language or reflect non-linguistic processes. Different paradigms provided mixed evidence: experimenter-provided language supports spatial performance more than visual cues; however, children's non-verbal attention predicts their spatial performance more than their language production. The current study used eye-tracking during spatial recall to compare effects of language versus visual cues. Four- to five-year-old children completed two tasks requiring memory for the location of a toy under one of four cups in an array of cups and landmarks after a 5 s delay and array rotation. Children first completed the baseline task with non-specific cues, followed by the cue-manipulation task with either language, visual, or non-specific cues provided by the experimenter. As in prior studies, language cues were most effective in facilitating recall. Children's visual attention was directed by both language and visual cues to support their recall. However, visual attention only partially mediated the effects of language: language supported recall above and beyond directing visual attention. These results indicate that visual attention supports spatial recall, but language has additional unique influences. This may result from language providing a more coherent or redundant code to visual information, or due to the pragmatic nature of language cueing relevance in ways visual cues do not. Additionally, differences across conditions may reflect more benefit from endogenous versus exogenous attentional control. Through using eye-tracking, this research provided new insights into processes by which language and visual attention influence children's spatial cognition. © 2019 Elsevier Inc."
3,0.957142857142857,2016,"Child Language, Memory, and Early Cognitive Development","Children use object-level category knowledge to detect changes in complex auditory scenes","Children interact with and learn about all types of sound sources, including dogs, bells, trains, and human beings. Although it is clear that knowledge of semantic categories for everyday sights and sounds develops during childhood, there are very few studies examining how children use this knowledge to make sense of auditory scenes. We used a change deafness paradigm and an object-encoding task to investigate how children (6, 8, and 10 years of age) and adults process auditory scenes composed of everyday sounds (e.g., human voices, animal calls, environmental sounds, and musical instruments). Results indicated that although change deafness was present and robust at all ages, listeners improved at detecting changes with age. All listeners were less sensitive to changes within the same semantic category than to small acoustic changes, suggesting that, regardless of age, listeners relied heavily on semantic category knowledge to detect changes. Furthermore, all listeners showed less change deafness when they correctly encoded change-relevant objects (i.e., when they remembered hearing the changing object during the task). Finally, we found that all listeners were better at encoding human voices and were more sensitive to detecting changes involving the human voice. Despite poorer overall performance compared with adults, children detect changes in complex auditory scenes much like adults, using high-level knowledge about auditory objects to guide processing, with special attention to the human voice. © 2016 American Psychological Association."
3,0.9546875,2016,"Child Language, Memory, and Early Cognitive Development","Children's Pragmatic Inferences as a Route for Learning About the World","This study investigated whether children can infer category properties based on how a speaker describes an individual (e.g., saying something is a ""small zib"" implies that zibs are generally bigger than this one). Three- to 5-year-olds (N = 264) from a university preschool and a children's museum were tested on their ability to make this sort of contrast inference. Children made some inferences from adjective choice alone (Experiment 1); performance increased as more cues to contrast were added (Experiments 2 and 3). Control studies show that these findings are not due to the particular properties used or the structure of these tasks (Experiments 4 and 5). These findings suggest that sensitivity to speakers' production choices may help children learn about the world. © 2016 The Society for Research in Child Development, Inc."
3,0.95462962962963,2024,"Child Language, Memory, and Early Cognitive Development","Cutting Through the Noise: Auditory Scenes and Their Effects on Visual Object Processing","Despite the intuitive feeling that our visual experience is coherent and comprehensive, the world is full of ambiguous and indeterminate information. Here we explore how the visual system might take advantage of ambient sounds to resolve this ambiguity. Young adults (ns = 20–30) were tasked with identifying an object slowly fading in through visual noise while a task-irrelevant sound played. We found that participants demanded more visual information when the auditory object was incongruent with the visual object compared to when it was not. Auditory scenes, which are only probabilistically related to specific objects, produced similar facilitation even for unheard objects (e.g., a bench). Notably, these effects traverse categorical and specific auditory and visual-processing domains as participants performed across-category and within-category visual tasks, underscoring cross-modal integration across multiple levels of perceptual processing. To summarize, our study reveals the importance of audiovisual interactions to support meaningful perceptual experiences in naturalistic settings. © The Author(s) 2024."
3,0.95462962962963,2016,"Child Language, Memory, and Early Cognitive Development","Is Seeing Gesture Necessary to Gesture Like a Native Speaker?","Speakers of all languages gesture, but there are differences in the gestures that they produce. Do speakers learn language-specific gestures by watching others gesture or by learning to speak a particular language? We examined this question by studying the speech and gestures produced by 40 congenitally blind adult native speakers of English and Turkish (n = 20/language), and comparing them with the speech and gestures of 40 sighted adult speakers in each language (20 wearing blindfolds, 20 not wearing blindfolds). We focused on speakers’ descriptions of physical motion, which display strong cross-linguistic differences in patterns of speech and gesture use. Congenitally blind speakers of English and Turkish produced speech that resembled the speech produced by sighted speakers of their native language. More important, blind speakers of each language used gestures that resembled the gestures of sighted speakers of that language. Our results suggest that hearing a particular language is sufficient to gesture like a native speaker of that language. © 2016, © The Author(s) 2016."
3,0.953571428571429,2020,"Child Language, Memory, and Early Cognitive Development","Questions Can Answer Questions About Mechanisms of Preschoolers’ Selective Word Learning","This study examined how inferences about epistemic competence and generalized labeling errors influence children’s selective word learning. Three- to 4-year-olds (N = 128) learned words from informants who asked questions about objects, mentioning either correct or incorrect labels. Such questions do not convey stark differences in informants’ epistemic competence. Inaccurate labels, however, generate error signals that can lead to weaker encoding of novel information. Preschoolers retained novel labels from both informants but were slower to respond in the Inaccurate Labeler condition. When the test procedure was not sensitive to the strength of information encoding, children performed above chance in both conditions and their response times did not differ. These results suggest that epistemic-level inferences and error generalizations influence preschoolers’ selective word learning concurrently. © 2020 Society for Research in Child Development"
3,0.953012048192771,2019,"Child Language, Memory, and Early Cognitive Development","The Privileged Status of Knowing Mechanistic Information: An Early Epistemic Bias","Four studies with 180 5–7 year olds, 165 8–11 year olds and 199 adults show that young children appreciate the distinctive role played by mechanistic explanations in tracking causal patterns. Young children attributed greater knowledge to individuals offering mechanistic reasons for a claim than others who provide equally detailed nonmechanistic reasons. In Study 1, 5–7 year olds attributed greater knowledge to those offering mechanistic reasons. In Studies 2 and 3, all ages (5–7 and adults for Study 2; 5–7, 8–11 and adults for Study 3) assigned greater knowledge to those offering mechanistic reasons about causally central features than those offering nonmechanistic reasons. In Study 4, all ages (5–7, 8–11, adults) modulated the epistemic bias as a function of embedding goals. © 2019 Society for Research in Child Development"
3,0.952884615384615,2016,"Child Language, Memory, and Early Cognitive Development","Two-year-olds interpret novel phonological neighbors as familiar words","When children hear a novel word in a context presenting a novel object and a familiar one, they usually assume that the novel word refers to the novel object. In a series of experiments, we tested whether this behavior would be found when 2-year-olds interpreted novel words that differed phonologically from familiar words in only 1 sound, either a vowel or consonant. Under these conditions children almost always chose the familiar object, though examination of eye movements showed that children did detect the tested phonological distinctions. Thus, children discounted perceptible phonological variations when doing so permitted a resolution of the speaker's meaning without postulating a new word. Children with larger vocabularies made novel-word interpretations more often than children with smaller vocabularies did. The results suggest that although young children do interpret speech in terms of a learned phonological system, this does not mean that children assume that phonological distinctions imply lexical distinctions. © 2016 American Psychological Association."
3,0.952427184466019,2019,"Child Language, Memory, and Early Cognitive Development","Enhancement and Suppression Flexibly Guide Attention","Previous research suggests that observers can suppress salient-but-irrelevant stimuli in a top-down manner. However, one question left unresolved is whether such suppression is, in fact, solely due to distractor-feature suppression or whether it instead also reflects some degree of target-feature enhancement. The present study (N = 60) addressed this issue. On search trials (70% of trials), participants searched for a shape target when an irrelevant color singleton was either present or absent; performance was better when a color singleton was present. On interleaved probe trials (30% of trials), participants searched for a letter target. Responses were faster for the letter on a target-colored item than on a neutral-colored item, whereas responses were slower for the letter on a distractor-colored item than on a neutral-colored item. The results demonstrate that target-feature enhancement and distractor-feature suppression contribute to attentional guidance independently; enhancement and suppression flexibly guide attention as the occasion demands. © The Author(s) 2019."
3,0.952427184466019,2017,"Child Language, Memory, and Early Cognitive Development","Action Experience Drives Visual-Processing Biases Near the Hands","Observers experience affordance-specific biases in visual processing for objects within the hands’ grasping space, but the mechanism that tunes visual cognition to facilitate action remains unknown. I investigated the hypothesis that altered vision near the hands is a result of experience-driven plasticity. Participants performed motion-detection and form-perception tasks—while their hands were either near the display, in atypical grasping postures, or positioned in their laps—both before and after learning novel grasp affordances. Participants showed enhanced temporal sensitivity for stimuli viewed near the backs of the hands after training to execute a power grasp using the backs of their hands (Experiment 1), but showed enhanced spatial sensitivity for stimuli viewed near the tips of their little fingers after training to use their little fingers to execute a precision grasp (Experiment 2). These results show that visual biases near the hands are plastic, facilitating processing of information relevant to learned grasp affordances. © 2016, © The Author(s) 2016."
3,0.950420168067227,2018,"Child Language, Memory, and Early Cognitive Development","Developmental reversals in false memory: Development is complementary, not compensatory","We report the 1st example of a true complementarity effect in memory development-a situation in which memory for the same event simultaneously becomes more and less accurate between early childhood and adulthood. We investigated this paradoxical effect because fuzzy-trace theory predicts that it can occur in paradigms that produce developmental reversals in false memory, which are circumstances in which adults are more likely than children to remember new events as old. The complementarity prediction is this: If subjects separately judge whether those same events are new but similar to old ones, adults will be more accurate than children, even though adults are less accurate when they judge whether the items are old. We report 4 experiments in which children (6- and 10-year-olds), adolescents (14-year-olds), and adults encoded the modal developmental reversal materials: Deese-Roediger-Mc- Dermott lists. Then, they responded to memory tests on which half the subjects judged whether test items were old and half judged whether the same items were new-similar. The paradoxical complementarity effect was detected in all experiments: The tendency to falsely remember new-similar items as being old increased with development, but so did the tendency to correctly remember them as being new-similar. © 2018 American Psychological Association."
